FID,BID,Latitude,Longitude,BarTyp,IsBarrier,Drop,FRRU,fdy150,fdy300,fdy2000,FACT_AADT,BFW_ft,SalmoMFHU,ShadMFHU,AlBkMFHU,BktMFHU,SalmoP,ShadP,BktP,AleP,BbkP,Cpcty_kW,StrcRD200,StrcRD1000,RsvrVolEst,AlRm5d_skm,fdr150cfs,fdr300cfs,fdr2000cfs,Hazard,ExpPow,ExpCost,RsvrRm_skm,CulvCond,Private,RepDiam_ft,DnCost,area_skm,Qtot_m3,MDIS_m3s_e,NCAP_m3_e,MaxRecurCu,MaxRecurDa,OBJECTID,SiteID,PRIORITY,N_PRIOR,N_CULVCOND,CulvRisk,N_PFLculv,HazEst,DamRisk,OT_RISK,RhP,FLRU,AlRm_5d_sm,Al5Dam,RhHabA,BkTHabA,SalmoHabA,ShadHabA,SLamHabA,EelHabA,wshdIssue,RH_P,ASAL_P,ASHA_P,BKT_P,AE_P,SL_P,Mean_P,overlap,HUC8,HUC12,TOWN,GEOCODE,Lngth_ft,MaxRecurCu_rcp45,CulvRisk_rcp45
10312,1165720,44.25819838,-69.55365921,2,0,0,0,0,0,0,6363,69.75376589,0,152298.5402,4780796.916,239336.4393,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,83.70451907,0,208.0365349,0,0,0,0,0,1145720,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,4.570824901,5026244.756,396253.0093,0,290520.4487,711251.586,711251.586,0,0.458,0.489,0.484,0.458,0.04,0.157,0,0,1050003,10500030403,Whitefield,15180,0,0,0
10313,1165897,44.05978283,-70.56292118,2,0,0,0,0,0,0,712,18.84389297,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,22.61267156,0,9.914847803,0,0,0,1,0,1145897,NaN,5,1,0.5,1,9.91,0,999,28.57,1,0,0,0,0,0,0,0,0,0,0,0.782,0.781,0.784,0.782,0.38,0.607,0,0,1060001,10600010106,Otisfield,17217,0,1,1
10314,1166092,45.62434413,-68.25883551,2,0,0,0,0,0,0,220,60.54617315,237612.8302,0,0,30188.1423,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,72.65540778,0,149.6789172,0,0,0,0,0,1146092,NaN,4,2,0.5,0,10,0,999,39.52747637,1,0,0,0,0,43503.16134,431340.6142,0,510460.523,510460.523,0,0.437,0.475,0.468,0.437,0.057,0.208,0.347,1495764.822,1020003,10200030606,Macwahoc Plt,3360,0,0,0
10315,1166094,43.73410267,-70.42579663,2,0,0,1196202.846,0.726374156,0.397058824,0.014946962,7869,154.7180351,1670723.984,71872.93598,12363757.7,2661235.911,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,185.6616421,0,1326.565318,0,0,0,0,0,1146094,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,12.29004571,12765951.21,5805788.624,3328630.9,529187.8885,6250296.472,6029699.228,0,0.084,0.108,0.102,0.084,0.001,0.01,0,0,1060001,10600010304,Windham,5250,0,0,0
10316,1165725,43.81305687,-70.153374,2,0,0,0,0,0,0,26400,37.04662673,0,0,0,97608.51453,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,44.45595207,0,47.75575128,0,0,0,1,0,1145725,NaN,1,3,0.5,1,9.91,0,999,71.425,1,0,0,0,26175.13432,150621.5984,0,26175.13432,0,153769.573,0,0.831,0.814,0.822,0.831,0.406,0.581,0,0,1060001,10600010205,Freeport,5080,0,1,1
10317,1165727,44.29620849,-68.24127995,2,1,0,0,0,0,0,2760,12.74729513,0,0,0,7586.740522,1,1,1,0.702797228,0.94769524,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15.29675415,37851.60965,3.994961438,37.47887649,0,0,0,0,1145727,NaN,3,2,0.875,0,10,0,999,42.4375,0.825246234,0,0,0,0,7586.740522,0,0,0,0,0,0.783,0.78,0.784,0.783,0.365,0.589,0,0,1050002,10500021502,Mount Desert,9210,0,0,0
10318,1165730,44.4334534,-69.00974862,2,0,0,0,0,0,0,17978,65.42308124,0,0,1257733.919,342465.4331,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,78.50769749,0,179.2268951,0,0,0,0,0,1145730,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,1.098288248,1424447.989,501709.6863,294741.0033,0,581006.9658,581006.9658,0,0.302,0.333,0.328,0.302,0.004,0.028,0,0,1050002,10500021803,Belfast,27010,0,0,0
10319,1165731,45.23341858,-68.95834742,2,0,0,3161996.383,0.854869817,0.56139505,0.039818386,3370,187.0283101,2317550.785,1283554.097,7042651.276,3893021.861,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,224.4339721,0,2061.951406,0,0,0,0,0,1145731,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,5.540512072,10062937.64,5340962.408,3773279.724,3056805.06,3419613.684,5973910.574,0,0.038,0.052,0.048,0.038,0,0.003,0.029833333,31627509.09,1020004,10200040601,Milo,21140,0,0,0
10320,1165732,45.14342311,-69.62748414,2,1,0,0,0,0,0,388,11.38158365,0,0,0,0,1,1,1,0.706119527,0.947409737,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13.65790038,30979.93096,3.069433989,30.30941844,0,0,100,0,1145732,NaN,4,2,0.875,43.75,1,0,999,8.592929646,0.826764632,0,0,0,0,0,0,0,0,0,0,0.774,0.774,0.777,0.774,0.369,0.6,0.678,0,1020004,10200040110,Kingsbury Plt,21110,0,29.88089912,29.88089912
10321,1166098,43.64951132,-70.33120135,2,0,0,0,0,0,0,18730,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1146098,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,0,0,0,0,0,0,0,0,0.847,0.82,0.831,0.847,0.391,0.516,0,0,1060001,10600010402,Portland,5170,0,0,0
10322,1165551,45.50807703,-69.67200228,2,1,0,0,0,0,0,1050,23.42599627,0,0,0,10237.10276,1,1,1,0.551735255,0.865691591,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28.11119552,92747.69353,16.44815955,68.57620088,0,0,0,0,1145551,NaN,3,2,0.375,0,10,0,999,58.1875,0.708713423,0,0,0,0,25489.8347,0,0,0,0,0,0.74,0.749,0.749,0.74,0.354,0.601,0,0,1030001,10300010510,Big Moose Twp,21801,0,0,0
10323,1165552,45.20125685,-69.45944006,2,0,0,390954.5128,0.75,0.25,0,2597,89.00009267,553202.1575,88231.61531,167890.1719,1069532.766,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,106.8001112,0,366.6394098,0,0,0,0,0,1145552,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,0,751981.522,1175963.273,696110.0719,441035.3195,780424.0546,1130453.04,0,0.255,0.292,0.284,0.255,0.007,0.048,0.190166667,4975967.28,1020004,10200040111,Abbot,21010,0,0,0
10324,1165554,45.15054808,-69.236329,2,0,0,0,0,0,0,3030,42.20388809,4658.530658,0,0,29804.02372,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,50.6446657,0,64.6639768,0,0,0,0,0,1145554,NaN,3,2,0.5,0,10,0,999,50.3125,1,0,0,0,0,37577.26445,23292.65329,0,0,0,0,0.647,0.664,0.663,0.647,0.176,0.403,0.533333333,60869.91774,1020004,10200040202,Dover-Foxcroft,21070,0,0,0
10325,1165736,44.80171855,-69.39131203,2,0,0,384492.9601,0.632723833,0.326607818,0,8610,127.0794497,0,0,8879209.768,377782.6907,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,152.4953396,0,839.4046931,0,0,0,0,0,1145736,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,8.466470224,9882500.109,459881.3746,0,0,0,2417072.847,0,0.14,0.172,0.164,0.14,0.002,0.019,0,0,1030003,10300031702,Pittsfield,25240,0,0,0
10326,1165741,44.23334702,-69.77023236,2,0,0,27178198.1,0.867330845,0.702841086,0.324292505,9860,430.7327315,14823599.17,5951462.284,41708360.88,21440966.72,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,516.8792778,0,14349.53367,0,0,0,0,0,1145741,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,34.21846561,57480048.54,35158353.33,33334526.92,19779042.45,34249658.82,53459680.23,0,0.001,0.002,0.002,0.001,0,0,0,0,1030003,10300032409,Gardiner,11100,0,0,0
10327,1165561,44.73217059,-67.4766111,2,1,0,0,0,0,0,2047,26.89251813,0,0,24662.23299,15604.05689,1,1,0.980131669,0.474021182,0.767878703,0,0,0,0,0,0,0,0,0,0,0,0,5,0,32.27102176,73199.68651,22.67239038,27.25355572,0,0,100,0,1145561,NaN,4,2,0.5,25,1,0,999,17.87329366,0.620949943,0,0,0,72792.40453,29643.19348,0,0,0,76088.88523,0,0.582,0.611,0.606,0.582,0.164,0.401,0,0,1050002,10500020603,Marshfield,29290,0,29.88089912,25
10328,1165564,44.68478667,-67.94983316,2,0,0,0,0,0,0,670,28.96894296,0,39750.72836,1268738.184,57730.02789,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,34.76273155,0,26.95357217,0,0,0,1,0,1145564,NaN,3,2,0.5,1,9.91,0,999,49.9975,1,0,0,1.228987456,1292657.906,68252.96866,29698.04401,63670.45045,69766.93639,69766.93639,0,0.754,0.755,0.758,0.754,0.304,0.537,0,0,1050002,10500021002,Cherryfield,29100,0,1,1
10329,1165565,44.71539162,-67.9681155,2,0,0,0,0,0,0,670,18.33380522,0,15056.45785,15056.45785,10027.60093,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,22.00056627,0,9.301858667,0,0,0,1,0,1145565,NaN,3,2,0.5,1,9.91,0,999,49.9975,1,0,0,0,15056.45785,15056.45785,0,15056.45785,15148.1562,15148.1562,0,0.86,0.851,0.856,0.86,0.648,0.779,0,0,1050002,10500021002,Deblois,29180,0,1,1
10330,1165751,44.70161089,-70.1622538,2,1,0,0,0,0,0,6188,37.41892743,102497.6162,0,0,110397.2609,1,0.974312558,0.961894876,0.315526204,0.60659881,0,0,0,0,0,0,0,0,0,0,0,0,7,0,44.90271292,157407.464,48.87929161,87.9974874,0,0,100,0,1145751,NaN,2,3,0.75,37.5,1,0,999,18.06361568,0.461062507,0,0,0,0,111004.9385,108772.6427,0,111004.9385,0,0,0.548,0.578,0.573,0.548,0.115,0.32,0,0,1030003,10300031002,Farmington,7070,0,29.88089912,29.88089912
10331,1166122,44.09317495,-69.57910607,2,0,0,0,0,0,0,1095,41.4307646,0,53478.47645,1636794.85,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,49.71691752,0,61.94255576,0,0,0,0,0,1146122,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,1.583316373,1690273.326,0,0,106956.9529,82046.17066,212744.1047,0,0.604,0.628,0.625,0.604,0.158,0.385,0,0,1050003,10500030404,Newcastle,15110,0,0,0
10332,1165757,44.0094247,-70.52318607,2,0,0,0,0,0,0,1912,28.35955291,1317.871421,0,0,8028.184906,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,34.03146349,0,25.65332201,0,0,0,0,0,1145757,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,0,0,46127.03419,6680.412382,0,46362.34085,46362.34085,0,0.761,0.764,0.766,0.761,0.356,0.594,0,0,1060001,10600010106,Casco,5050,0,0,0
10333,1165759,43.65715988,-70.31381948,2,0,0,0,0,0,0,23380,44.03424743,0,0,0,92925.6044,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,52.84109691,0,71.37428139,0,0,0,0,0,1145759,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,0,0,106757.3557,0,0,0,272529.0072,0,0.731,0.734,0.737,0.731,0.256,0.488,0,0,1060001,10600010401,Portland,5170,0,0,0
10334,1165944,43.63294042,-70.31341109,2,1,0,0,0,0,0,33341,24.1334674,0,0,37358.47865,16440.32194,1,1,1,0.592315347,0.911328185,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28.96016088,149294.8403,17.62656428,227.650541,0,0,0,0,1145944,NaN,2,3,0.625,0,10,0,999,61.09752363,0.751821766,0,0,0,38054.85614,24685.16808,0,0,0,42659.68251,0,0.87,0.859,0.864,0.87,0.681,0.789,0,0,1060001,10600010402,South Portland,5220,0,0,0
10335,1166134,44.95061901,-68.69586208,2,0,0,37365045.5,0.880262596,0.669658323,0.202934753,4432,494.0713261,29882354.67,11622754.22,149370203.8,29057014.32,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,592.8855913,0,19742.4049,0,0,0,0,0,1146134,NaN,4,2,0.5,0,10,0,999,39.52747637,1,0,0,134.4176828,180203256.8,48208390.96,55871993.1,34400786.86,69090682.95,68897439.83,0,0.198,0.233,0.225,0.198,0.003,0.029,0.147666667,456672550.5,1020005,10200050510,Old Town,19480,0,0,0
10336,1166135,45.16908375,-69.36057643,2,0,0,851263.3114,0.749180328,0.329098361,0,2338,117.132726,1073860.319,241975.9783,389698.4519,1529002.991,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,140.5592711,0,694.4685998,0,0,0,0,0,1146135,NaN,3,2,0.5,0,10,0,999,50.3125,1,0,0,0,1340815.208,1715432.846,1388809.687,805630.7701,1431491.857,2077152.007,0,0.124,0.155,0.147,0.124,0.002,0.019,0.095166667,8759332.375,1020004,10200040203,Guilford,21100,0,0,0
10337,1166529,44.05424833,-70.70930594,2,0,0,0,0,0,0,7635,38.52865508,29308.60366,0,0,34995.89901,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,46.2343861,0,52.31694537,0,0,0,0,0,1146529,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,0,0,49951.91551,46278.13539,0,119753.3672,119753.3672,0,0.773,0.774,0.776,0.773,0.368,0.6,0,0,1060001,10600010104,Bridgton,5020,0,0,0
10338,1166533,44.35868623,-69.54505887,2,0,0,0,0,0,0,1393,38.57096,0,83289.77587,641850.3536,106614.1182,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,46.28515201,0,52.45063477,0,0,0,0,0,1146533,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,0.558560578,713902.8693,155342.2915,0,155342.2915,156216.5344,156216.5344,0,0.697,0.708,0.709,0.697,0.244,0.487,0,0,1050003,10500030402,China,11060,0,0,0
10339,1166600,44.71272628,-68.89807297,2,1,0,0,0,0,0,964,17.65756801,4169.451035,0,0,0,1,1,1,0.668628667,0.92868206,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21.18908162,48062.7525,8.523387546,27.25355572,0,0,100,0,1146600,NaN,5,1,0.75,37.5,1,0,999,8.5,0.798655363,0,0,0,0,0,31302.18494,0,31302.18494,31302.18494,0,0.754,0.76,0.761,0.754,0.376,0.618,0.6705,93906.55483,1020005,10200050803,Hampden,19280,0,29.88089912,29.88089912
10340,1166606,43.65482049,-70.33101246,2,0,0,0,0,0,0,23960,43.54405878,0,0,0,92925.6044,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,52.25287054,0,69.54013629,0,0,0,0,0,1146606,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,0,0,106757.3557,0,0,0,264974.0671,0,0.648,0.652,0.655,0.648,0.094,0.252,0,0,1060001,10600010401,Portland,5170,0,0,0
10341,1166609,44.43240369,-69.01571525,2,0,0,0,0,0,0,4357,7.813049896,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,9.375659875,0,1.27967573,0,0,0,1,0,1146609,NaN,3,2,0.5,1,9.91,0,999,49.9975,1,0,0,0,0,0,0,0,2556.173894,2556.173894,0,0.835,0.815,0.824,0.835,0.389,0.55,0,0,1050002,10500021803,Belfast,27010,0,1,1
10342,1166610,44.79906565,-69.70817338,2,1,0,0,0,0,0,4235,29.04371446,0,0,5891.75337,0,1,1,1,0.517027022,0.833153357,0,0,0,0,0,0,0,0,0,0,0,0,6,0,34.85245735,107802.4133,27.1156389,58.47931354,0,0,100,0,1146610,NaN,3,2,0.625,31.25,1,0,999,18.8125,0.67509019,0,0,0,8846.476531,0,0,0,0,0,0,0.687,0.703,0.702,0.687,0.266,0.519,0,0,1030003,10300031404,Skowhegan,25280,0,29.88089912,29.88089912
10343,1166946,43.68585508,-70.25223896,2,0,0,0,0,0,0,25470,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1146946,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,0,0,0,0,0,0,0,0,0.896,0.879,0.887,0.896,0.842,0.759,0,0,1060001,10600010306,Portland,5170,0,0,0
10344,1166947,43.62612178,-70.34703385,2,0,0,0,0,0,0,27899,14.84577116,0,0,24685.16808,16440.32194,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,17.8149254,0,5.694171556,0,0,0,1,0,1146947,NaN,3,2,0.5,1,9.91,0,999,49.9975,1,0,0,0,24685.16808,24685.16808,0,0,0,24685.16808,0,0.856,0.836,0.845,0.856,0.499,0.634,0,0,1060001,10600010402,Scarborough,5200,0,1,1
10345,1166948,43.62569097,-70.35154626,2,0,0,0,0,0,0,14140,14.50165203,0,0,24685.16808,16440.32194,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,17.40198244,0,5.391925036,0,0,0,1,0,1146948,NaN,1,3,0.5,1,9.91,0,999,71.425,1,0,0,0,24685.16808,24685.16808,0,0,0,24685.16808,0,0.833,0.806,0.817,0.833,0.33,0.471,0,0,1060001,10600010402,Scarborough,5200,0,1,1
10346,1166952,44.78482814,-67.43210587,2,1,0,0,0,0,0,20,25.03758155,0,38946.38168,38946.38168,0,1,1,1,0.581935198,0.860924311,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30.04509786,55759.63885,19.20053691,16.66333254,0,0,100,0,1146952,NaN,6,1,0.625,31.25,1,0,999,6.717338992,0.721429755,0,0,0,38946.38168,0,0,38946.38168,43226.90314,43226.90314,0,0.62,0.645,0.642,0.62,0.202,0.451,0,0,1050002,10500020203,East Machias,29200,0,29.88089912,29.88089912
10347,1166958,45.85714048,-68.00388869,2,1,0,0,0,0,0,390,25.16439241,6919.774024,0,829.9692599,53048.98245,1,1,1,0.526773349,0.852001786,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30.19727089,112084.1028,19.42745296,91.73715915,0,0,0,0,1146958,NaN,4,2,0.75,0,10,0,999,36.4340217,0.689387567,0,0,0,2492.40018,53048.98245,22565.22057,0,53048.98245,53048.98245,0,0.746,0.754,0.755,0.746,0.358,0.603,0.660333333,184204.5681,1020003,10200030205,Haynesville,3270,0,0,0
10348,1166962,45.2541317,-70.54695146,2,0,0,0,0,0,0,629,57.56772883,0,0,0,352706.3699,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,69.0812746,0,133.1106242,0,0,0,0,0,1146962,NaN,3,2,0.5,0,10,0,999,50.3125,1,0,0,0,0,354191.3895,0,0,0,0,0,0.479,0.509,0.505,0.479,0.047,0.175,0,0,1030002,10300020104,Jim Pond Twp,7811,0,0,0
10349,1166965,44.30901519,-69.48751653,2,0,0,0,0,0,0,611,56.46424287,0,0,2370802.835,225542.4603,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,67.75709144,0,127.2520663,0,0,0,0,0,1146965,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,2.33384104,2478028.767,375541.3292,0,0,393574.1239,393574.1239,0,0.55,0.578,0.574,0.55,0.102,0.295,0,0,1050003,10500030403,Somerville,15130,0,0,0
10350,1166349,44.04368889,-69.51405009,2,0,0,0,0,0,0,8645,64.11394603,0,0,6179668.852,215650.8676,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,76.93673524,0,170.996844,0,0,0,0,0,1146349,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,6.010258696,6585423.106,515021.4665,0,0,0,606373.3275,0,0.454,0.48,0.477,0.454,0.023,0.102,0,0,1050003,10500030304,Damariscotta,15060,0,0,0
10351,1166355,43.72067443,-70.42418822,2,0,0,0,0,0,0,5670,55.90159228,82632.27993,0,0,249349.5946,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,67.08191073,0,124.3226105,0,0,0,0,0,1146355,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,0,0,341707.456,391138.2779,0,472493.1576,89493.20868,0,0.398,0.434,0.427,0.398,0.027,0.124,0,0,1060001,10600010302,Gorham,5090,0,0,0
10352,1166356,44.43113146,-69.01770274,2,0,0,0,0,0,0,5817,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1146356,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,0,0,0,0,0,0,0,0,0.836,0.816,0.825,0.836,0.396,0.557,0,0,1050002,10500021803,Belfast,27010,0,0,0
10353,1166639,44.27592532,-69.70005855,2,1,0,0,0,0,0,653,20.24202935,2361.619775,0,12311.87672,0,1,1,1,0.708541195,0.944312164,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24.29043522,45079.76315,11.71043637,16.66333254,0,0,100,0,1146639,NaN,6,1,0.625,31.25,1,0,999,6.717338992,0.826426679,0,0,0,13875.70371,0,15653.63673,0,20815.77228,20815.77228,0,0.733,0.742,0.742,0.733,0.319,0.566,0,0,1030003,10300032407,Chelsea,11050,0,29.88089912,29.88089912
10354,1166643,43.91813648,-70.31699564,2,0,0,0,0,0,0,11510,32.86573208,0,50811.66334,50811.66334,57867.51347,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,39.4388785,0,36.14789286,0,0,0,1,0,1146643,NaN,3,2,0.5,1,9.91,0,999,49.9975,1,0,0,0,64954.57771,66818.78829,0,64954.57771,0,66818.78829,0,0.81,0.803,0.808,0.81,0.421,0.627,0,0,1060001,10600010202,Gray,5100,0,1,1
10355,1166646,44.82431402,-68.40573332,2,1,0,0,0,0,0,3660,15.45177403,2331.809258,0,0,11659.04629,1,1,0.999999999,0.587833754,0.904209852,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18.54212884,84117.44928,6.24940813,150.7322822,0,0,0,0,1146646,NaN,1,3,0.75,0,10,0,999,66.25,0.746021803,0,0,0,0,11659.04629,11659.04629,0,11659.04629,11659.04629,0,0.827,0.818,0.823,0.827,0.477,0.667,0,0,1050002,10500021205,Amherst,9010,0,0,0
10356,1166770,44.7013561,-70.17383183,2,0,0,1107836.948,0.987704918,0.599180328,0,2994,112.5394792,1729069.512,0,0,2145025.189,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,135.047375,0,632.7752376,0,0,0,0,0,1146770,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,0,0,2166429.668,1793198.092,0,1807927.693,0,0,0.093,0.119,0.112,0.093,0.001,0.008,0,0,1030003,10300031004,Farmington,7070,0,0,0
10357,1166774,44.61544471,-70.08204305,2,0,0,55985.88001,0.495901639,0.25,0,2934,78.75365159,0,0,1318599.89,392917.0946,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,94.50438191,0,275.8702206,0,0,0,0,0,1146774,NaN,3,2,0.5,0,10,0,999,50.3125,1,0,0,1.31859989,1318599.89,404353.1605,0,0,0,908304.9496,0,0.192,0.229,0.22,0.192,0.004,0.035,0,0,1030003,10300031103,Chesterville,7030,0,0,0
10358,1166977,43.99033819,-70.30950413,2,0,0,0,0,0,0,9380,32.36235251,0,53019.39026,1093767.888,46224.48747,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,38.83482301,0,34.87338366,0,0,0,0,0,1146977,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,1.040748498,1110860.229,71187.96599,0,70111.73134,72805.28127,72805.28127,0,0.785,0.778,0.783,0.785,0.325,0.54,0,0,1060001,10600010201,New Gloucester,5140,0,0,0
10359,1166979,43.72770418,-70.28561668,2,0,0,1858611.226,0.839598643,0.551724138,0.095110232,5360,170.6027908,2081991.421,682024.2413,15261670.29,3366933.183,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,204.7233489,0,1665.092571,0,0,0,0,0,1146979,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,14.4414326,16224747.91,6813406.981,4837053.73,1687719.644,8107860.291,7531035.215,0,0.088,0.113,0.107,0.088,0.001,0.007,0,0,1060001,10600010306,Falmouth,5070,0,0,0
10360,1166980,43.72782129,-70.2857088,2,0,0,1858611.226,0.839598643,0.551724138,0.095110232,6510,170.6027908,2081991.421,682024.2413,15261670.29,3366933.183,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,204.7233489,0,1665.092571,0,0,0,0,0,1146980,NaN,1,3,0.5,0,10,0,999,71.875,1,0,0,14.4414326,16224747.91,6813406.981,4837053.73,1687719.644,8107860.291,7531035.215,0,0.088,0.113,0.107,0.088,0.001,0.007,0,0,1060001,10600010306,Falmouth,5070,0,0,0
10361,1166358,44.12298009,-69.24400419,2,0,0,477977.6498,0.541276346,0.302693209,0,5296,103.4061074,0,197783.4814,16232053.36,245502.0669,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,124.0873289,0,519.7136234,0,0,0,0,0,1146358,NaN,2,3,0.5,0,10,0,999,61.09752363,1,0,0,15.69294928,17073301.02,332798.0561,0,653630.0976,1288795.612,1846420.347,0,0.234,0.271,0.263,0.234,0.005,0.039,0,0,1050003,10500030106,Warren,13170,0,0,0
10362,1166364,43.85593883,-70.21915594,2,0,0,0,0,0,0,2134,86.6314258,0,953745.2331,2002543.632,859908.8686,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,103.957711,0,344.3459399,0,0,0,0,0,1146364,NaN,4,2,0.5,0,10,0,999,39.52747637,1,0,0,1.040748498,2252631.153,1199141.801,0,1181971.175,595342.3534,1307531.335,0,0.255,0.296,0.287,0.255,0.013,0.076,0,0,1060001,10600010206,North Yarmouth,5150,0,0,0
10363,1166369,44.27972573,-69.88991915,2,0,0,0,0,0,0,2002,85.79418544,0,0,16676035.26,26881.75151,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,102.9530225,0,336.6561702,0,0,0,0,0,1146369,NaN,5,1,0.5,0,10,0,999,28.75,1,0,0,16.59091345,17256446.8,40362.99026,0,0,0,1030109.492,0,0.275,0.316,0.306,0.275,0.013,0.075,0,0,1030003,10300032308,Manchester,11130,0,0,0
10364,1166651,43.909363,-69.80029186,2,0,0,0,0,0,0,3808,42.01635173,0,90849.16489,90849.16489,8822.037336,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,50.41962208,0,63.99771237,0,0,0,0,0,1146651,NaN,4,2,0.5,0,10,0,999,39.52747637,1,0,0,0,195062.9015,8822.037336,0,195062.9015,0,220952.2557,0,0.448,0.472,0.469,0.448,0.017,0.082,0,0,1050003,10500030602,Arrowsic,23010,0,0,0
10365,1166655,44.05176977,-69.12582925,2,0,0,0,0,0,0,4220,24.28810056,0,0,5870.646155,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,29.14572067,0,17.89033333,0,0,0,1,0,1146655,NaN,4,2,0.5,1,9.91,0,999,39.28,1,0,0,0,38169.17552,0,0,0,0,38586.06558,0,0.77,0.764,0.769,0.77,0.282,0.497,0,0,1050002,10500021906,South Thomaston,13130,0,1,1
